nombre,subj,col_1,col_2,anos
susanabeatrizcuaxiloaserrano,escolaridad,Diplomado,Sexualidad Humana,2002
porfiriomunozledo,escolaridad,Doctorado,Ciencia Politica y Derecho Constitucional,1956-1958
porfiriomunozledo,escolaridad,Doctorado,Honoris Causa,2018
porfiriomunozledo,escolaridad,Licenciatura,Derecho,1951-1955
porfiriomunozledo,trayectoriapolitica,Coordinador de Campana Electoral,PRI,1975
idaliareyesmiguel,escolaridad,Maestria,Educacion Superior,2007-2009
idaliareyesmiguel,escolaridad,Licenciatura,Educacion Primaria,1994-1998
idaliareyesmiguel,trayectoriapolitica,Consejera Estatal,MORENA,2012-2015
idaliareyesmiguel,trayectoriapolitica,Consejera Estatal,MORENA,2015-2018
idaliareyesmiguel,actividadesdocentes,Invitado,Taller: Educador Popular,2017
idaliareyesmiguel,actividadesdocentes,Docente,Asignatura: Docente quinto grado de primaria,2017-2018
idaliareyesmiguel,actividadesdocentes,Docente,Seminario: Literatura Universal,No proporciono
manuelhuertamartinez,escolaridad,Licenciatura,Medico Cirujano,1982 - 1987
manuelhuertamartinez,escolaridad,Licenciatura,Lengua y Literatura Hispanica,2000 - 2005
manuelhuertamartinez,trayectoriapolitica,Militante,PRD,2000 - 2010
manuelhuertamartinez,trayectoriapolitica,Militante,Morena,2015 - 2018
manuelhuertamartinez,iniciativaprivada,Medico,"Hospital Reforma Iguala, Guerrero",2000 - a la fecha
manuelhuertamartinez,actividadesdocentes,Instructor,Taller: Medico/urologia,02/02/2000
manuelhuertamartinez,publicaciones,Revista Mexicana de Urologia SMU,Revista,1996 - 1997
adelapinabernal,escolaridad,Licenciatura,Educacion,No proporciono
adelapinabernal,trayectoriapolitica,Presidenta de Morena en Cuajimalpa,Morena,2013-2016
adelapinabernal,trayectoriapolitica,Consejera Estatal,Morena,2015
maximinoalejandrocandelaria,escolaridad,Secundaria,,No proporciono
maximinoalejandrocandelaria,trayectoriapolitica,Brigadista,Morena,2014-2018
maximinoalejandrocandelaria,iniciativaprivada,Gerente,"COMPASS ELESE, Los Angeles, California",1998-2007
maximinoalejandrocandelaria,iniciativaprivada,Maquilador,"Glow Passion, Los Angeles, California",2007-2010
maximinoalejandrocandelaria,iniciativaprivada,Guardia Intramuros,Vepsa,2010-2015
luciafloresolivo,escolaridad,Carrera Trunca,Gestion y Administracion de PYMES,
luciafloresolivo,administracionpublicafederal,Coodinadora,Instituto Politecnico Nacional,1987-2017
agustinreynaldohuertagonzalez,escolaridad,Licenciatura,Ing. Topografica Heidrografica,1995-1998
agustinreynaldohuertagonzalez,trayectoriapolitica,"Coordinador Distrito 8, Puebla",Morena,2013-2016
agustinreynaldohuertagonzalez,trayectoriapolitica,Consejero Nacional,Morena,2016-2018
agustinreynaldohuertagonzalez,administracionpublicafederal,"Linea de Trasmisiones en Pochutla, Oaxaca",Comision Federal de Electricidad,1998-2000
agustinreynaldohuertagonzalez,administracionpublicafederal,"Linea de Trasmisiones en Alvarado, Veracruz",Comision Federal de Electricidad,2000-2001
agustinreynaldohuertagonzalez,asociacionesalasquepertenece,Activista,Redes Ciudadanas en Puebla,2005
agustinreynaldohuertagonzalez,asociacionesalasquepertenece,Presidente,Comerciantes Unidos del Mercado Independencia en Puebla,2005-2009
ivanarturorodriguezrivera,escolaridad,Doctorado,Administracion Publica,
lauraangelicarojashernandez,escolaridad,Maestria,Gobierno y Asuntos Publicos,2007-2009
lauraangelicarojashernandez,escolaridad,Posgrado,Derecho Internacional y Relaciones Internacionales,2014-2015
lauraangelicarojashernandez,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica,1994-1999
lauraangelicarojashernandez,trayectoriapolitica,Coordinadora Nacional de Diputados Locales,PAN,2009-2012
lauraangelicarojashernandez,cargosdeeleccionpopular,"Regidor(a), Mexico - Tlalnepantla de Baz",PAN,2003-2006
lauraangelicarojashernandez,experiencialegislativa,"Diputada(o) Federal Propietario, PAN",LX Legislatura,2006-2009
lauraangelicarojashernandez,experiencialegislativa,"Senador(a) de la Republica Propietario, PAN",LXII - LXIII Legislatura,2012-2018
lauraangelicarojashernandez,administracionpublicafederal,Subdirectora de Coodinacion Sectorial,Instituto Mexicano de la Juventud,2001-2003
lauraangelicarojashernandez,asociacionesalasquepertenece,No proporciono,Fundacion UNAM,2008
lauraangelicarojashernandez,asociacionesalasquepertenece,No proporciono,Comexi,2014
jorgeluispreciadorodriguez,escolaridad,Maestria,Administracion Publica (Titulacion en Proceso),No proporciono
marialiduvinasandovalmendoza,escolaridad,Maestria,Accion Politica y Participacion Ciudadana en el Estado de Derecho,2003-2004
marialiduvinasandovalmendoza,escolaridad,Licenciatura,Psicologia,1993-1998
marialiduvinasandovalmendoza,escolaridad,Diplomado,Presupuesto basado en Resultados,2008
marialiduvinasandovalmendoza,trayectoriapolitica,Consejera Estatal,PAN,2016
marialiduvinasandovalmendoza,trayectoriapolitica,Tesorera Estatal,PAN,2017-2018
marialiduvinasandovalmendoza,administracionpublicafederal,Delegada Federal,SEDESOL Colima,2007
marialiduvinasandovalmendoza,administracionpublicafederal,Directora General de Planeacion,Procuraduria Federal del Consumidor,2008-2011
marialiduvinasandovalmendoza,administracionpublicafederal,Asesora de la Direccion General de Coordinacion de la SRA,Secretaria de la Reforma Agraria,2012-2013
marialiduvinasandovalmendoza,cargosenlegislaturaslocalesofederales,"Asesora de Comision, Camara de Diputados",LIX Legislatura,
adolfotorresramirez,escolaridad,Maestria,Comunicacion Politica y Publica,Cursando Actualmente
adolfotorresramirez,escolaridad,Maestria,Gerencia Publica y Politica Social,En tramite
adolfotorresramirez,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica (Cedula en Tramite),2003 - 2006
adolfotorresramirez,escolaridad,Pasante,Administracion,1999 - 2003
adolfotorresramirez,trayectoriapolitica,Gestor y vinculacion de la Casa de Enlace Dip. Agustin Torres.,PAN,2010 - 2012
adolfotorresramirez,trayectoriapolitica,Director de Afiliacion,PAN,2014 - 2015
adolfotorresramirez,trayectoriapolitica,Secretario de Fortalecimiento del Comite Directivo Estatal,PAN,2015
adolfotorresramirez,trayectoriapolitica,Coordinador de campana al Senado,PAN,
gloriaromeroleon,escolaridad,Maestria,Administracion Publica y Politicas Publicas,2010-2012
gloriaromeroleon,escolaridad,Licenciatura,Administracion de Empresas,1982-1987
gloriaromeroleon,escolaridad,Diplomado,Profesionalizxacion de las organizaiones de la sociedad civil,2005
carlostorrespina,escolaridad,Licenciatura,Derecho y Ciencias Sociales,No proporciono
carlostorrespina,escolaridad,Seminario,Implicaciones de la Reforma Electoral Federal,2007
javiersalinasnarvaez,escolaridad,Doctorado,Administracion Publica,2003 - 2004
javiersalinasnarvaez,escolaridad,Maestria,Economia y Gobierno,2001 - 2002
javiersalinasnarvaez,escolaridad,Licenciatura,Derecho,1990 - 1995
javiersalinasnarvaez,escolaridad,Diplomado,Gobierno Local,2005
javiersalinasnarvaez,trayectoriapolitica,Secretario de Organizacion CEE,PRD,1995-1997
javiersalinasnarvaez,trayectoriapolitica,Secretario de Asuntos Legislativos CEE,PRD,1997-1999
javiersalinasnarvaez,trayectoriapolitica,Representante del Comite Ejecutivo Estatal ante el IEEM,PRD,2000-2003
javiersalinasnarvaez,trayectoriapolitica,Secretario de Finanzas y promocion de ingresos del CEN,PRD,2009-2011
javiersalinasnarvaez,trayectoriapolitica,Secretario de Finanzas y Promocion de Ingresos del CEN,PRD,2011 - 2012
javiersalinasnarvaez,trayectoriapolitica,Secretario de Relaciones Internacionales del CEN,PRD,2014-2015
javiersalinasnarvaez,cargosdeeleccionpopular,"Regidor(a), Mexico - Ocoyoacac",PRD,1993 - 1996
javiersalinasnarvaez,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",LIX Legislatura,2003-2006
javiersalinasnarvaez,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LIII Legislatura,2006-2009
javiersalinasnarvaez,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",LXII Legislatura,2012-2015
javiersalinasnarvaez,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LIX Legislatura,2015-2018
jacobodavidchejaalfaro,escolaridad,Licenciatura,Administracion,2013-2016
jacobodavidchejaalfaro,escolaridad,Tecnica,Tramitacion Aduanal,1981-1985
ruthsalinasreyes,trayectoriapolitica,Coordinadora Regional de la Quinta Circunscripcion,MC,2014-2016
ruthsalinasreyes,trayectoriapolitica,"Integrande de la Comision Operativa Estatal, Estado de Mexico",MC,2016 a la fecha
ruthsalinasreyes,administracionpublicalocal,Jefa de Bienes,"H. Ayuntamiento de Naucalpan de Juarez, Estado de Mexico",2016
enriqueochoareza,escolaridad,Doctorado,Ciencia Politica,1999-2005
enriqueochoareza,escolaridad,Maestria,Ciencia Politica,1999-2001
analiliaherreraanzaldo,escolaridad,Maestria,Derecho Humanos y Garantias,No proporcio{o
analiliaherreraanzaldo,escolaridad,Licenciatura,Ciencias de la Comunicacion,No proporciono
luisenriquemirandanava,escolaridad,Licenciatura,Derecho,
luisenriquemirandanava,administracionpublicafederal,Subsecretario de Gobierno,Secretaria de Gobernacion,2012 - 2016
luisenriquemirandanava,administracionpublicafederal,Secretario,Secretaria de Desarrollo Social,2016 - 2017
luisenriquemirandanava,administracionpublicalocal,Coordinador de Asuntos Juridicos,Oficina de la Gubernatura,2000
luisenriquemirandanava,administracionpublicalocal,Subsecretario de Asuntos Juridicos,Secretaria General de Gobierno del estado de Mexico,2002
luisenriquemirandanava,administracionpublicalocal,Secretario,Secretaria de Administracion del estado de Mexico,2003
luisenriquemirandanava,administracionpublicalocal,Secretario,"Secretaria de Finanzas, Planeacion y Administracion del estado de Mexico",2003 - 2005
luisenriquemirandanava,administracionpublicalocal,Subsecretario General de Gobiermo,Secretaria General de Gobierno del estado de Mexico,2007 - 2009
luisenriquemirandanava,administracionpublicalocal,Secretario,Secretaria General de Gobierno del estado de Mexico,2009 - 2022
luisenriquemirandanava,iniciativaprivada,Abogado Litigante,"Despacho de Abogados ""Segobia Brito y Miranda, A.C""",1999
marcelaguillerminavelascogonzalez,escolaridad,Maestria,Administracion de Empresas,1971-1975
marcelaguillerminavelascogonzalez,escolaridad,Maestria,Administracion,1976-1980
marcelaguillerminavelascogonzalez,escolaridad,Diplomado,Politicas Publicas Gobierno Local,1995
marcelaguillerminavelascogonzalez,trayectoriapolitica,Consejera Estatal,PRI,2005 a la fecha
marcelaguillerminavelascogonzalez,administracionpublicafederal,Subsecretaria,Secretaria de Salud,2012-2018
marcelaguillerminavelascogonzalez,administracionpublicalocal,Coordinadora de Administracion y Finanzas,ISEM del estado de Mexico,2001-2003
marcelaguillerminavelascogonzalez,administracionpublicalocal,Subsecretaria de Administracion y Finanzas,Secretaria de Finanzas del Gobierno del estado de Mexico,2004-2005
marcelaguillerminavelascogonzalez,administracionpublicalocal,Secretaria,Secretaria de Desarrollo Urbano del Gobierno del estado de Mexico,2005-2011
marcelaguillerminavelascogonzalez,actividadesdocentes,Docente,Asignatura: Recursos Humanos,1978-2000
brasilalbertoacostapena,escolaridad,Doctorado,Economia,2005-2009
brasilalbertoacostapena,escolaridad,Doctorado,Estancia de Investigacion,2007
brasilalbertoacostapena,escolaridad,Maestria,Economia,1997-1999
brasilalbertoacostapena,escolaridad,Licenciatura,Ingeniero Especialista en Economia Agricola,1989-1996
ximenapuentedelamora,escolaridad,Doctorado,Derecho,2004-2007
ximenapuentedelamora,escolaridad,Maestria,Derecho,2000-2002
ximenapuentedelamora,escolaridad,Licenciatura,Derecho,1995-2000
ximenapuentedelamora,administracionpublicafederal,Comisionada Presidenta,"Instituto Nacional de Transparencia, Acceso a la Informacion y Proteccion de Datos Personales",2014-2017
ximenapuentedelamora,administracionpublicafederal,Comisionada,"Instituto Nacional de Transparencia, Acceso a la Informacion y Proteccion de Datos Personales",2014-2018
ximenapuentedelamora,administracionpublicalocal,Comisionada,Comision para el Acceso a la Informacion Publica del Estado de Colima,2012-2014
ximenapuentedelamora,administracionpublicalocal,Comisionada Presidenta,Inslitulo de Transparencia. Acceso a la Informacion y Proteccior: de Datos del Estado de Colima,2014
ximenapuentedelamora,iniciativaprivada,Columnista,El Universal y El Financiero,
ximenapuentedelamora,asociacionesalasquepertenece,Miembro,Sistema Nacional de Investigadores (SNI),2008 a la fecha
ernestojaviernemeralvarez,escolaridad,Licenciatura,Derecho,1978-1983
ernestojaviernemeralvarez,escolaridad,Diplomado,Gerencia Publica y Politica Social,1999
ernestojaviernemeralvarez,escolaridad,Diplomado,Administracion Publica,2001
ernestojaviernemeralvarez,trayectoriapolitica,Coordinador Estatal de Activismo Politico,PRI,2002
ernestojaviernemeralvarez,trayectoriapolitica,Coordinador de Programacion de Campana del Candidato a Gobernador del Estado de Mexico,PRI,2005
ernestojaviernemeralvarez,trayectoriapolitica,Consejero Politico Estatal,PRI,2006-2018
ernestojaviernemeralvarez,trayectoriapolitica,Consejero Politico Nacional,PRI,2011-2015 y 2016-2018
ernestojaviernemeralvarez,trayectoriapolitica,Coordinador de Campana del Candidato a Gobernador del Estado de Mexico,PRI,2017
ernestojaviernemeralvarez,trayectoriapolitica,Presidente del Comite Directivo estatal del Estado de Mexico,PRI,2017-2018
ernestojaviernemeralvarez,trayectoriapolitica,Secretario Tecnico del Consejo Politico Nacional,PRI,2018
ernestojaviernemeralvarez,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LVII Legislatura,2009-2012
ernestojaviernemeralvarez,administracionpublicafederal,Secretario Particular del Procurador,Procuraduria Federal del Consumidor,1989-1990
ernestojaviernemeralvarez,administracionpublicafederal,Secretario Particular del Director General,Instituto Federal Electoral,1990-1993
ernestojaviernemeralvarez,administracionpublicafederal,Secretario Particular del Secretario,Secretaria de Gobernacion,1995-1998
ernestojaviernemeralvarez,administracionpublicafederal,Subsecretario,Secretaria de Desarrollo Social,2012-2016
ernestojaviernemeralvarez,administracionpublicafederal,Procurador,Procuraduria Federal del Consumidor,2016-2017
ernestojaviernemeralvarez,administracionpublicalocal,Coordinador General de Enlace Institucional,Gobierno del Estado de Mexico,09/01/2001 - 27/08/2001
ernestojaviernemeralvarez,administracionpublicalocal,Secretario Particular de los Secretarios de Educacion y de Gobierno,Gobierno del Estado de Mexico,1983-1989
ernestojaviernemeralvarez,administracionpublicalocal,Secretario Particular del Gobernador,Gobierno del Estado de Mexico,1993-1995
ernestojaviernemeralvarez,administracionpublicalocal,Secretario de Administracion,Gobierno del Estado de Mexico,1998-2000
ernestojaviernemeralvarez,administracionpublicalocal,Subsecretario General del Gobierno,Gobierno del Estado de Mexico,2001-2002
ernestojaviernemeralvarez,administracionpublicalocal,Secretario de Desarrollo Social,Gobierno del Estado de Mexico,2005-2009
ernestojaviernemeralvarez,administracionpublicalocal,Secretario General de Gobierno,Gobierno del Estado de Mexico,2011-2012
ernestojaviernemeralvarez,iniciativaprivada,Director de Relaciones Gubernamentales,Coporativo Medios S.A. de C.V.,2003-2004
ernestojaviernemeralvarez,asociacionesalasquepertenece,Socio,Instituto Nacional de Administracion Publica,2001-2018
ernestojaviernemeralvarez,asociacionesalasquepertenece,Socio,Sociedad Mexicana de Geografia y EstadIstica del Estado de Mexico,2005-2018
ernestojaviernemeralvarez,asociacionesalasquepertenece,Miembro,Legion de Honor Nacional,2015-2018
ernestojaviernemeralvarez,cargosenlegislaturaslocalesofederales,"Presidente de la Junta de Coordinacion Poliitica., Congreso Local",LVII Legislatura,
laurabarrerafortoul,escolaridad,Maestria,Mercadotecnia y Publicidad,1998-1999
laurabarrerafortoul,escolaridad,Maestria,Administracion Publica,2011-2014
laurabarrerafortoul,escolaridad,Licenciatura,Economia,1994-1998
laurabarrerafortoul,trayectoriapolitica,Consejera Politica Nacional,PRI,No proporciono informacion
alejandroviedmavelazquez,escolaridad,Licenciatura,Ciencia Politica,2009 - 2013
alejandroviedmavelazquez,escolaridad,Diplomado,"Marketing, redes sociales y moviles",2016
alejandroviedmavelazquez,actividadesdocentes,Ponente,Foro: Segundo coloquio estudiantil de Ciencia Politica,2012
alejandroviedmavelazquez,actividadesdocentes,Ponente,Conferencia: Politica con egresados de la Licenciatura en Ciencia Politica,2017
alejandroviedmavelazquez,actividadesdocentes,Ponente,Conferencia: Participacion Politica con la Juventud Universitaria,2018
leticiamarianagomezordaz,escolaridad,Maestria,Responsabilidad Social,2007-2009
leticiamarianagomezordaz,escolaridad,Licenciatura,Mercadotecnia,2001-2006
leticiamarianagomezordaz,trayectoriapolitica,Consejera Politica Nacional,PRI,2011-2012
leticiamarianagomezordaz,cargosdeeleccionpopular,"Regidor(a), Mexico - Lerma",PRI,2009-2012
leticiamarianagomezordaz,administracionpublicafederal,Directora de Abasto Social,Liconsa S.A. de C.V.,2013-2017
leticiamarianagomezordaz,administracionpublicalocal,Asesora,DIF Estado de Mexico,2008-2009
